0.057731,1.3781
0.1561,1.0386
0.49749,0.50252
0.4153,0.59256
0.32348,0.7148
1.297,0.075828
0.14607,1.0651
1.2246e-16,2
0.90594,0.21382
0.95674,0.19017
0.72845,0.31441
0.55966,0.44371
0.77134,0.28725
0.75668,0.29631
0.65089,0.36898
2,0
1.156,0.11496
0.09309,1.2301
0.39663,0.61534
0.17573,0.99005
0.27365,0.79407
0.42945,0.57592
0.12552,1.1234
1.1912,0.10421
0.94606,0.19498
0.31896,0.72157
1.3491,0.063871
0.2278,0.87785
1.0788,0.14104
0.27815,0.78645
0.627,0.38736
1.3782,0.057712
0.43896,0.56502
0.78639,0.27818
0.53321,0.46786
0.92559,0.20443
0.024238,1.5839
1.485,0.038257
0.62107,0.39205
0.50253,0.49748
0.9156,0.20916
0.031402,1.5302
0.63873,0.37824
0.04488,1.4457
0.166,1.0136
0.31443,0.72843
0.33254,0.7015
0.03828,1.4849
0.38739,0.62696
0.39199,0.62114
0.1511,1.0517
0.1902,0.95672
0.43419,0.57045
0.19973,0.93567
0.57049,0.43416
0.66316,0.35984
0.41062,0.59818
0.40595,0.60385
0.587,0.41998
0.50755,0.49251
0.5281,0.47267
0.10415,1.1914
0.2185,0.89639
0.81784,0.25997
1.1394,0.12027
0.69494,0.33708
0.70806,0.32805
0.48256,0.51776
0.4727,0.52806
0.44849,0.55431
0.35528,0.66939
0.30991,0.73535
0.23705,0.85995
0.24163,0.85129
0.24626,0.84268
0.20914,0.91566
0.76398,0.29177
1.5835,0.024289
0.30536,0.74239
1.251,0.087466
1.0017,0.17085
0.71481,0.32348
0.8098,0.26453
0.2963,0.75669
1.273,0.081761
1.744,0.0087628
0.74952,0.30081
0.37356,0.64484
1.5302,0.031396
1.2301,0.093088
1.4103,0.051379
0.60384,0.40596
0.87784,0.2278
0.08169,1.2733
0.51264,0.48752
0.89636,0.21851
0.55433,0.44848
0.65698,0.36442
0.26909,0.80187
0.18538,0.96759
0.96752,0.18541
0.25997,0.81783
0.66943,0.35525
0.22317,0.887
0.68841,0.34165
0.46785,0.53323
0.25539,0.82602
1.0651,0.14606
0.30085,0.74946
0.13589,1.0932
0.86887,0.23241
0.63287,0.38277
0.16109,1.0259
0.20439,0.92568
0.85124,0.24166
0.26454,0.80978
0.74242,0.30535
1.0933,0.13587
0.7015,0.33254
0.42472,0.58142
0.53847,0.46295
0.54375,0.45809
0.4013,0.60955
0.33706,0.69496
0.35072,0.67568
0.075847,1.2969
0.51779,0.48253
0.23244,0.86879
0.35985,0.66315
0.86015,0.23695
0.46295,0.53848
0.77887,0.28268
0.82598,0.25541
0.141,1.0789
1.3219,0.069943
0.37816,0.63883
0.83428,0.25083
0.087442,1.2511
1.4453,0.044942
0.67565,0.35074
0.0087533,1.7441
0.45813,0.5437
0.34165,0.68842
0.59818,0.41062
0.80187,0.2691
0.68201,0.34618
0.84271,0.24624
0.56506,0.43892
0.58144,0.42471
0.38278,0.63286
0.051454,1.4099
0.49248,0.50758
0.88702,0.22316
1.2102,0.098679
0.73543,0.30985
0.06389,1.349
0.11493,1.1561
1.0259,0.16108
0.6448,0.37359
1.108,0.13074
0.54898,0.45332
0.45332,0.54896
0.60954,0.4013
1.1235,0.1255
0.42,0.58697
0.28724,0.77135
0.17087,1.0017
0.016752,1.6507
0.25081,0.83439
0.47763,0.52288
0.34617,0.68203
1.1733,0.10958
0.97865,0.18058
0.59252,0.41533
1.0136,0.16599
0.28275,0.77875
0.069914,1.322
1.0516,0.15113
0.44369,0.55968
0.61528,0.39667
0.57597,0.4294
0.12026,1.1394
0.52283,0.47768
0.19496,0.94608
0.32802,0.7081
0.48751,0.51265
0.36898,0.6509
0.29179,0.76395
1.0386,0.15609
0.13076,1.108
0.10959,1.1733
0.098629,1.2104
0.72156,0.31896
0.18058,0.97865
0.7941,0.27362
0.36442,0.65701
0.93575,0.1997
1.6507,0.016746
0.99002,0.17574
0.21381,0.90596
