0.78357,0.50028,0.49848,0.5024,0.49925,0.50013,0.49753,0.50431,0.49252,0.49617,0.50367,0.50188,0.50386,0.50408,0.49789,0.50136,0.50158,0.49724,0.49867,0.50004,0.50093,0.50578
0.45517,0.33091,0.49504,0.49829,0.4973,0.49979,0.50454,0.50042,0.50408,0.49712,0.50133,0.49855,0.50219,0.50037,0.49738,0.50158,0.50244,0.49869,0.49807,0.49804,0.49786,0.50154
0.26795,0.88572,0.49955,0.50513,0.49929,0.49994,0.49937,0.50495,0.50155,0.50166,0.49943,0.4935,0.50212,0.50023,0.49804,0.49641,0.50156,0.50065,0.50561,0.50486,0.50037,0.50113
0.70472,0.99998,0.49828,0.50377,0.49804,0.50425,0.50297,0.50503,0.49906,0.49745,0.50047,0.50079,0.5038,0.50254,0.49857,0.49833,0.49473,0.50006,0.50055,0.50468,0.50103,0.4982
0.38757,0.6061,0.50234,0.49791,0.49793,0.50002,0.50469,0.50009,0.50008,0.50064,0.50164,0.49752,0.49588,0.50211,0.50335,0.50047,0.49359,0.49949,0.49801,0.49831,0.49802,0.49444
0.39171,0.50088,0.49947,0.50421,0.50191,0.50187,0.50563,0.49944,0.49427,0.49773,0.50185,0.5007,0.50256,0.49976,0.50629,0.50031,0.49829,0.49966,0.50355,0.49941,0.50119,0.49863
0.13412,0.95468,0.50182,0.50076,0.49953,0.50004,0.49791,0.4989,0.49939,0.5022,0.50378,0.49901,0.50466,0.49686,0.50296,0.50101,0.50284,0.49596,0.50509,0.50062,0.49716,0.50484
0.17234,0.37494,0.49799,0.50741,0.49723,0.50033,0.51087,0.50444,0.506,0.49837,0.49649,0.50061,0.49682,0.50037,0.49503,0.49799,0.50443,0.49942,0.49808,0.50315,0.50164,0.52629
0.25103,0.053323,0.49966,0.50098,0.49711,0.49948,0.49795,0.50492,0.49255,0.49857,0.49684,0.50481,0.4972,0.50638,0.49776,0.49997,0.5023,0.49894,0.50392,0.50362,0.5008,0.49804
0.60663,0.57195,0.50398,0.50475,0.49793,0.49928,0.49948,0.50033,0.50213,0.4966,0.50948,0.49959,0.50293,0.50397,0.49817,0.50127,0.50333,0.4998,0.5013,0.49951,0.50251,0.49655
0.60665,0.42958,0.49877,0.50065,0.5005,0.50019,0.50244,0.49871,0.499,0.49575,0.49605,0.50051,0.5017,0.50212,0.50078,0.50033,0.49395,0.49894,0.49813,0.50426,0.50155,0.49654
0.18998,0.048718,0.49452,0.50021,0.49783,0.49755,0.49943,0.50384,0.50172,0.49885,0.501,0.50055,0.50346,0.49989,0.49809,0.50047,0.50343,0.49946,0.50071,0.50345,0.49916,0.50322
0.15154,0.15621,0.50227,0.4982,0.49721,0.50012,0.49922,0.50422,0.50444,0.50258,0.50093,0.50003,0.51151,0.49935,0.50672,0.49611,0.50225,0.5019,0.49423,0.49234,0.50368,0.50334
0.037464,0,0.50202,0.5026,0.4972,0.50061,0.50284,0.4983,0.5022,0.49734,0.50105,0.50063,0.49961,0.49886,0.49885,0.50149,0.50136,0.49613,0.50025,0.50267,0.50133,0.49844
0.04216,0.084324,0.4994,0.49835,0.49563,0.50041,0.50335,0.50034,0.50003,0.50065,0.4999,0.49748,0.50247,0.4969,0.50251,0.49635,0.50126,0.50047,0.50639,0.50519,0.4978,0.50341
0.4612,0.070422,0.50155,0.4981,0.5014,0.50676,0.49869,0.50214,0.49855,0.50315,0.49809,0.50065,0.4989,0.50234,0.50421,0.50343,0.49598,0.5008,0.49,0.50403,0.49665,0.48598
0.74454,0.87452,0.49794,0.49876,0.49723,0.50194,0.49959,0.49845,0.50534,0.49601,0.50129,0.49185,0.50382,0.49985,0.49983,0.49597,0.50298,0.5001,0.50591,0.50198,0.50439,0.49858
0.28425,0.18492,0.49848,0.502,0.49927,0.50056,0.49903,0.50384,0.50163,0.49964,0.50084,0.50078,0.50386,0.50059,0.49936,0.49831,0.50363,0.50003,0.4987,0.49761,0.50658,0.50568
0.96264,0,0.50014,0.50258,0.49704,0.49967,0.4971,0.50329,0.49894,0.50224,0.49931,0.49847,0.49901,0.50204,0.49818,0.49616,0.50156,0.50176,0.5064,0.50483,0.50038,0.50105
0.8228,1,0.49671,0.50116,0.50143,0.50058,0.50286,0.50032,0.49859,0.50504,0.50021,0.49841,0.49878,0.50002,0.49831,0.49831,0.50197,0.50098,0.49719,0.5021,0.50041,0.5009
0.77306,0.7055,0.49367,0.50064,0.50096,0.49976,0.50332,0.49921,0.5018,0.4971,0.50129,0.49888,0.49773,0.50006,0.49745,0.50032,0.494,0.49931,0.50121,0.50306,0.49786,0.50319
0.57038,1,0.50055,0.49811,0.50127,0.49981,0.50071,0.50531,0.49869,0.49865,0.50184,0.50053,0.50428,0.49999,0.49938,0.49791,0.49454,0.49901,0.5042,0.49769,0.50116,0.49677
0.56732,0.8232,0.50465,0.50485,0.49716,0.50442,0.49814,0.50272,0.5019,0.50469,0.49461,0.49871,0.50211,0.49896,0.49837,0.49838,0.50153,0.50145,0.49704,0.49771,0.50038,0.4991
0.46564,0.55789,0.50098,0.50135,0.49709,0.50015,0.49875,0.49734,0.49872,0.50046,0.49519,0.49729,0.50225,0.49711,0.49967,0.49875,0.49499,0.50201,0.50456,0.49428,0.50159,0.49605
0.11001,0.58009,0.49838,0.50102,0.50258,0.50015,0.49939,0.5002,0.50184,0.49666,0.50049,0.49883,0.49429,0.5,0.49953,0.51132,0.50155,0.50073,0.49864,0.50359,0.49693,0.49832
0.37629,0.29605,0.50034,0.50043,0.4973,0.50013,0.50302,0.50185,0.50563,0.49714,0.50141,0.49854,0.49801,0.50211,0.49894,0.50156,0.50244,0.50269,0.49817,0.49808,0.50132,0.50156
0.11137,0.50055,0.49898,0.49993,0.50129,0.50214,0.49916,0.50324,0.49867,0.49775,0.50138,0.5009,0.50383,0.4972,0.49924,0.50091,0.49848,0.50168,0.5019,0.49939,0.50332,0.49644
0.53337,0.37451,0.49774,0.5038,0.49663,0.50192,0.49911,0.50394,0.49839,0.4966,0.50067,0.49883,0.49494,0.49913,0.49607,0.49653,0.49081,0.49906,0.50072,0.49966,0.49741,0.49402
0.85884,0.79514,0.50027,0.50182,0.49699,0.49988,0.49799,0.50335,0.50232,0.49668,0.5008,0.50055,0.5023,0.49957,0.49883,0.50371,0.50372,0.50005,0.49732,0.50455,0.49802,0.49804
0.51584,0.74247,0.49845,0.501,0.50208,0.50016,0.49809,0.49452,0.50172,0.50076,0.49915,0.49964,0.50275,0.49952,0.49821,0.49844,0.50154,0.49724,0.49873,0.50188,0.4969,0.50082
0.33887,0.87452,0.49796,0.50186,0.49726,0.50601,0.50303,0.49858,0.4991,0.49553,0.4974,0.49152,0.50381,0.49849,0.50261,0.49569,0.49574,0.49938,0.50266,0.49973,0.5024,0.49646
0.42943,1,0.49879,0.49741,0.50145,0.49998,0.50032,0.50038,0.4986,0.50163,0.50021,0.50046,0.50478,0.50061,0.5015,0.50278,0.50172,0.50186,0.49604,0.50215,0.50246,0.50075
0.29989,0.2668,0.50219,0.49816,0.49622,0.50004,0.50427,0.49978,0.50099,0.50544,0.50232,0.49078,0.5047,0.5037,0.50252,0.49866,0.50117,0.49941,0.49833,0.50193,0.49788,0.49919
0.23424,0,0.50474,0.50176,0.50138,0.50227,0.49875,0.50032,0.50236,0.50159,0.49817,0.50065,0.49676,0.50234,0.49854,0.50105,0.49507,0.50085,0.50128,0.50342,0.49672,0.49665
4.1649e-06,0.43046,0.49449,0.50375,0.50246,0.50428,0.49923,0.4892,0.49954,0.5075,0.49962,0.50157,0.50298,0.50282,0.50098,0.49488,0.50251,0.50085,0.49445,0.49888,0.46965,0.49891
0.22674,0.24199,0.50258,0.49594,0.4991,0.5001,0.49935,0.50377,0.49898,0.50493,0.49928,0.50059,0.5025,0.50202,0.49861,0.49491,0.49725,0.50076,0.50191,0.50459,0.49874,0.49628
0,8.4688e-07,0.50002,0.50428,0.49626,0.50294,0.50134,0.50017,0.49881,0.49896,0.49944,0.50057,0.4998,0.50002,0.49659,0.50094,0.50183,0.50015,0.50352,0.50472,0.50188,0.49923
0.31503,0.45202,0.50443,0.5044,0.50125,0.5048,0.49476,0.50405,0.49907,0.502,0.49005,0.49757,0.50401,0.49917,0.49461,0.4965,0.49851,0.49956,0.50547,0.49835,0.49731,0.50415
