1.9651,0.37645
0.35081,1.9764
1.5139,1.4397
1.7863,1.1037
1.97,0.36351
1.1558,1.7192
1.4179,1.5213
1.4772,1.492
1.9616,0.38989
0.82494,1.8229
1.1655,1.6978
0.33842,1.9839
1.5956,1.2143
1.4596,1.5043
0.29051,2.022
1.2598,1.557
1.8456,0.79665
1.8091,0.8577
2.0117,0.30235
1.531,1.3706
1.2274,1.5802
0.72214,1.9424
0.85747,1.8091
1.8148,0.84063
0.73944,1.9197
1.6132,1.2028
0.70995,1.9557
0.32624,1.9925
1.279,1.5491
0.72286,1.9409
1.557,1.2597
1.4921,1.4771
1.8597,0.78373
0.41363,1.9593
1.8036,1.0677
1.7505,1.138
2.0253,0
1.8066,0.87232
1.3706,1.531
0.28958,2.0228
1.2775,1.5496
1.549,1.279
0.35113,1.9762
1.5043,1.4596
0.81034,1.8332
1.7393,1.145
1.3465,1.5347
1.6329,1.1927
1.9593,0.41372
0.7353,1.925
1.9251,0.73525
1.9593,0.41358
1.5371,1.3307
0.7714,1.8752
1.9597,0.40383
1.7412,1.1439
1.5553,1.2633
1.3946,1.5268
1.0865,1.7964
1.7732,1.1192
1.5213,1.4179
0.33327,1.9874
1.5347,1.3465
1.8045,0.88759
1.9408,0.72296
1.9763,0.35088
1.6855,1.1714
1.1745,1.6758
1.4803,1.4893
0.86863,1.8067
1.6759,1.1745
1.1192,1.7733
0.74735,1.9084
1.8442,0.79803
1.0707,1.8027
1.2426,1.5673
1.1329,1.7575
2.022,0.29046
1.5802,1.2275
1.9291,0.7327
1.2105,1.6009
1.8084,0.86031
1.8229,0.82494
1.8238,0.82342
1.9925,0.32619
1.5177,1.4294
1.543,1.3001
1.6978,1.1655
0.37103,1.967
1.374,1.5309
0.77052,1.8764
1.6539,1.1835
1.448,1.5104
1.2028,1.6132
1.24,1.575
1.325,1.5381
1.1927,1.6328
1.5385,1.3228
1.4398,1.5139
1.5673,1.2427
1.8332,0.81031
0.4038,1.9597
1.9158,0.74205
0.31513,2.0011
1.2143,1.5955
1.3226,1.5385
1.0678,1.8036
1.1407,1.7464
0.83447,1.8176
1.9601,0.39962
0.78125,1.8627
1.7819,1.1094
0.31426,2.0018
1.7956,1.0905
2.0019,0.3142
1.9665,0.37246
1.1834,1.6539
1.9629,0.38426
1.3384,1.5359
1.2402e-16,2.0253
1.3112,1.5406
1.2322,1.576
0.75926,1.8918
0.8151,1.8295
1.502,1.4641
1.2588,1.5577
1.5333,1.3682
1.9905,0.32901
1.7964,1.0866
0.7985,1.8437
1.1037,1.7863
0.30473,2.0097
1.8056,0.8759
1.5865,1.2219
0.37659,1.9651
1.5644,1.2479
0.84066,1.8148
1.623,1.1976
0.71363,1.9544
1.6123,1.2034
1.6918,1.168
1.1359,1.7535
0.78377,1.8597
1.9085,0.74735
1.9834,0.34127
1.7192,1.1558
0.36348,1.97
1.145,1.7393
0.8954,1.8041
0.79668,1.8455
1.4202,1.5208
1.8582,0.78505
0.32669,1.9921
1.9026,0.75673
1.1533,1.7243
1.5266,1.3982
0.87578,1.8056
1.8018,1.0733
1.8754,0.77131
0.38991,1.9616
1.5451,1.2959
1.589,1.2194
1.4043,1.5247
0.39491,1.9607
1.9521,0.71336
2.0183,0.29497
0.30234,2.0117
1.9557,0.71
1.9787,0.34926
1.2072,1.6064
1.1655,1.6978
0.75645,1.8957
1.8917,0.7593
0.82278,1.8242
1.1239,1.769
1.5528,1.27
1.7575,1.1329
1.8337,0.80968
0.74742,1.9084
1.8041,0.8954
1.804,0.90755
1.9385,0.72544
1.5362,1.3365
1.5211,1.4187
0.36913,1.9679
1.6457,1.1871
1.4651,1.5012
0.40316,1.9598
1.718,1.1565
1.105,1.7854
1.8719,0.77398
1.0799,1.8
1.8166,0.83851
1.3001,1.543
1.5268,1.3947
1.4958,1.473
0.85756,1.8091
2.002,0.31403
1.9839,0.33844
1.1842,1.652
